Source File	Size	loadResources	load-configure	scan	loadDepInfo	loadInfo	load	generateSnapshots	checkR4R4B	generateNarratives	validate	loadLists	checkConformanceResources	checkConformanceResources2	checkConformanceResources3	generateLogicalMaps	validateExpressions	scanForUsageStats	checkURLsUnique	processProvenanceDetails	generate1	generate2	generateLogicals	makeDependencies	generateExampleZip	generateValidationPack	scanProfilesForR5	scanExamplesForR5
fsh-generated/resources/CodeSystem-AlchoholDrugs.json	1258	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	20	41	0	0	0	0	0	1
fsh-generated/resources/CodeSystem-AlloplastyTypes.json	3019	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	41	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnasthesiaService.json	3092	2	1	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	30	50	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnasthesiaTypeGen.json	855	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	59	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeak.json	831	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	57	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeakConsequence.json	1972	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	24	56	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisLeakGrading.json	1056	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	56	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnastomosisType.json	1715	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	20	57	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnatomicalLocations.json	5252	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	43	64	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-AneurysmClosure.json	733	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AneurysmSizeScale.json	941	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	52	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AnnArborStagingClassification.json	1642	1	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	21	46	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ArtrosePlacering.json	1168	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	56	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AssessmentType.json	2042	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	19	54	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-AssistDevices.json	703	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	53	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-BANFF.json	1230	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	46	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BasicDisorder.json	5214	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	28	63	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BehandlingAfbrudt.json	1843	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	18	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BinetStagingSystem.json	1334	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	53	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-BiobankSamples.json	2065	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	17	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Birthplace.json	1779	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BleedingStroke.json	1067	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	50	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BlockTypes.json	5900	3	0	0	0	0	0	0	0	7	0	0	0	0	0	0	0	0	0	0	33	63	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-BloodThinnersTreatment.json	872	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	71	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BoneLossAcetabulumFemurClassification.json	3023	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	20	51	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-BulkingMaterialeDUGA.json	882	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CALRGeneType.json	713	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CalciumType.json	774	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	44	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CancerInvestigation.json	1524	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	35	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-CauseOfDeath.json	2583	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	17	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CementType.json	3008	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	19	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CentralBlock.json	1086	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	49	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ChemotherapyRegimen.json	6289	2	0	1	0	0	0	0	0	9	0	0	1	0	0	0	0	0	0	0	31	39	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ChromosomPair.json	840	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ClinicalProtocolCodes.json	1184	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ClinicalProtocolNotParticipated.json	1095	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CognitiveFunctionFinding.json	1528	2	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CognitiveTest.json	1181	1	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-Competence.json	2026	2	0	0	0	0	0	0	1	6	0	0	0	0	0	0	0	0	0	0	15	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Complications.json	11426	3	0	0	0	0	0	0	0	10	0	0	0	0	0	0	0	0	0	0	53	40	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ConferenceParticipants.json	804	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	11	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ContactPatient.json	1099	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	13	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ContactPlace.json	1291	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ContaminationDegree.json	1055	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	18	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CoronaryArteryGraph.json	1113	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	33	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-Cyclus.json	1586	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CytogeneticChanges.json	985	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-CytogeneticExamination.json	1065	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DHDeksklusionskriterie.json	2228	2	1	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DSAFindingsLocation.json	1549	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DatabasesKIP.json	788	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	33	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-DeathPlace.json	1138	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DefibrilleringAnalyse.json	1116	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DetectionMethods.json	1210	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	13	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Dialyseadgang.json	916	2	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	39	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DiseaseLocalization.json	1298	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DiseasePhase.json	957	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-DiseasesUnspecified.json	21131	4	0	0	0	0	0	0	1	8	0	0	0	0	0	0	0	0	0	0	89	85	0	0	0	3	0	1
fsh-generated/resources/CodeSystem-Dosis.json	677	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EDTACodes.json	4140	4	1	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	23	53	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EHSIncisionalHerniaClassification.json	2352	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	36	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-EHSIncisionalHerniaClassificationType.json	1070	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	35	0	0	1	0	0	0
fsh-generated/resources/CodeSystem-EORTCQLQC1514.json	1025	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EORTCQLQC1517.json	1413	2	0	0	0	1	0	0	0	5	0	0	0	0	0	0	0	0	0	0	13	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EconomicSupport.json	1027	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EdemaStroke.json	819	2	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	0	0	0	14	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EducationType.json	735	1	0	0	0	0	0	0	0	36	0	0	0	0	0	0	0	0	0	0	12	38	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-EndoscopicAppearance.json	894	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	45	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-EsophagealLokalization.json	912	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	13	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-FISHVariables.json	2104	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	50	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Faggruppe.json	710	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	49	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-FisherGradingScale.json	1214	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	44	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-FixationCruciateLigaments.json	10375	2	0	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	49	45	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-FollowUp.json	1016	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Frekvens.json	1783	1	0	0	0	0	0	0	0	3	0	0	0	0	0	1	0	0	0	0	15	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-FunctionGroupAlloplasty.json	1422	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	31	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-FunctionTest.json	811	2	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	11	48	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-FunctionalScoreTypes.json	835	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-GenericValues.json	8571	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	43	40	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-GenoplivStoppet.json	943	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Genoplivning.json	970	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	1	0	0	13	44	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-GraftCruciateLigaments.json	2402	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-GynUndersoegDUGA.json	827	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HaemoglobinTransf4.json	1008	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	75	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HaendelseIndtraeffer.json	1375	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreDistanceWalked.json	1296	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreLimp.json	1018	1	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	12	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScorePain.json	1990	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScorePublicTransportation.json	1036	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreShoesSocks.json	1035	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreSitting.json	1119	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreStairs.json	1154	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HarrisHipScoreSupport.json	1437	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HeartRhythm.json	695	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HerniaSize.json	932	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HipJointArthroplastyComponent.json	13754	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	63	42	0	1	0	1	0	0
fsh-generated/resources/CodeSystem-HjerterytmeAnalyse.json	882	2	0	0	0	0	0	0	1	5	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-HjertestopAarsag.json	750	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HousingType.json	1271	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-HuntHessClassification.json	1432	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ICHAction.json	808	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ICRSGradingSystem.json	2614	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IPSSRCytogeneticCategory.json	1641	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IkkeBesvaret.json	879	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	11	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-ImplantComponents.json	10586	2	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	48	37	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-ImplantattypeDUGA.json	1320	2	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	14	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-IncisionChoice.json	3533	2	0	0	0	0	0	0	0	4	0	0	1	0	0	0	0	0	0	0	21	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Intervals.json	2539	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	18	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IntervalsExact.json	4849	3	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	43	37	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Interventionsforloeb.json	882	4	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	45	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Interventionsgruppe.json	1787	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	1	0	0	14	49	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Intubation.json	1535	4	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	47	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-IntubationRelaks.json	767	5	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	44	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KellgrenLawrenceKlassifikation.json	1219	4	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KliniskeSymptomerDCCG.json	1321	4	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	14	41	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KneeJointArthroplastyComponent.json	29884	6	0	0	0	0	0	0	1	15	0	0	0	0	0	0	0	0	0	0	130	50	0	0	0	3	0	1
fsh-generated/resources/CodeSystem-KneeLoosenessGrading.json	1481	4	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	15	36	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-KomponentLiner.json	1634	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	15	38	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-KorsbaandEjBevaret.json	878	2	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	12	39	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LaryngoskopiDegree.json	1268	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LesionType.json	874	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-LifeStatus.json	732	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MComponentType.json	2603	5	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	17	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MDTNotFollowed.json	1122	4	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	29	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MTICIClassification.json	2215	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	16	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MaaleEnheder.json	3376	5	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	20	41	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Maengde.json	873	3	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MaritalStatus.json	1648	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	20	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MeasurementDevices.json	777	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	16	33	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicalFixationClosing.json	6824	4	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	40	34	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicalScanningTypes.json	1650	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicalTreatmentAdministrationType.json	1245	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	14	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MedicalTreatmentDuration.json	985	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	19	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicalTreatmentStartOf.json	1146	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	18	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicationName.json	3587	2	1	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	42	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MedicinDANARREST.json	874	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	12	30	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-Medicine.json	1620	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	24	30	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MentalDeclaration.json	1297	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	15	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MeshPlacement.json	1203	2	0	0	0	0	0	0	1	3	0	0	0	0	0	0	0	1	0	0	13	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MeshTechnique.json	1351	2	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	29	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MeshType.json	8230	2	0	0	0	0	0	0	0	5	0	0	0	0	0	0	0	0	0	0	39	67	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-MolecularRemission.json	826	2	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MorsDiagnosegrupper.json	997	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	12	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MorsDiagnosekoder.json	5106	2	2	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	30	35	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-MuligVanskeligUmulig.json	889	2	1	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	1	0	0
fsh-generated/resources/CodeSystem-NIHSS10Dysarthria.json	1330	1	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	14	32	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-NIHSS11ExtinctionInattention.json	1325	2	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	13	31	0	0	0	0	0	0
fsh-generated/resources/CodeSystem-NIHSS1aLOC.json	1356	2	1	0	0	0	0	0	1	3	0	0	0	0	0	0	0	0	0	0	12	31	0	0	0	0	0	0
